state_initial,state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,grade,nyt_cases,nyt_deaths,state_avg_income ,state_pop,state_pop_mil,positiveIncrease_per_mil,negativeIncrease_per_mil,totalTestResultsIncrease_per_mil,deathIncrease_per_mil,hospitalizedIncrease_per_mil
MS,Mississippi,2020-06-20,20641.0,218074.0,,465.0,2767.0,159.0,,108.0,,15323.0,A,2020-06-16 19:00:00,2020-06-16T19:00:00Z,938.0,2767.0,238574.0,,,20500.0,922.0,16.0,0,0,238715,0,238715,0,0,,21022.0,943.0,24153.03756,2986530,2.9865,0.0,0.0,0.0,0.0,0.0
MS,Mississippi,2020-06-21,20641.0,218074.0,,689.0,2767.0,156.0,,98.0,,15323.0,A,2020-06-16 19:00:00,2020-06-16T19:00:00Z,938.0,2767.0,238574.0,,,20500.0,922.0,16.0,0,0,238715,0,238715,0,0,,21022.0,943.0,24153.03756,2986530,2.9865,0.0,0.0,0.0,0.0,0.0
MS,Mississippi,2020-06-22,22287.0,230962.0,,710.0,2881.0,148.0,,95.0,,17242.0,A,2020-06-21 19:00:00,2020-06-21T19:00:00Z,978.0,2881.0,253098.0,,,22136.0,961.0,17.0,1646,12888,253249,14534,253249,40,114,,22287.0,978.0,24153.03756,2986530,2.9865,551.1413,4315.376,4866.5173,13.3935,38.1714
MS,Mississippi,2020-06-23,22898.0,230962.0,,664.0,2915.0,151.0,,88.0,,17242.0,A,2020-06-22 19:00:00,2020-06-22T19:00:00Z,989.0,2915.0,253098.0,,,22745.0,972.0,17.0,611,0,253860,611,253860,11,34,,22898.0,989.0,24153.03756,2986530,2.9865,204.5853,0.0,204.5853,3.6832,11.3844
MS,Mississippi,2020-06-24,23424.0,238237.0,,767.0,2946.0,157.0,,91.0,,17242.0,A,2020-06-23 19:00:00,2020-06-23T19:00:00Z,1011.0,2946.0,261505.0,,,23268.0,994.0,17.0,526,7275,261661,7801,261661,22,31,,23424.0,1011.0,24153.03756,2986530,2.9865,176.1241,2435.9374,2612.0615,7.3664,10.3799
MS,Mississippi,2020-06-25,24516.0,241481.0,,755.0,2998.0,157.0,,94.0,,17242.0,A,2020-06-24 19:00:00,2020-06-24T19:00:00Z,1016.0,2998.0,265839.0,,,24358.0,999.0,17.0,1092,3244,265997,4336,265997,5,52,,24516.0,1016.0,24153.03756,2986530,2.9865,365.6417,1086.2104,1451.8521,1.6742,17.4115
MS,Mississippi,2020-06-26,25066.0,246828.0,,769.0,3044.0,153.0,,90.0,,17242.0,A,2020-06-25 19:00:00,2020-06-25T19:00:00Z,1022.0,3044.0,271734.0,,,24906.0,1005.0,17.0,550,5347,271894,5897,271894,6,46,,25066.0,1022.0,24153.03756,2986530,2.9865,184.1602,1790.3721,1974.5323,2.009,15.4025
MS,Mississippi,2020-06-27,25531.0,251790.0,,731.0,3078.0,169.0,,90.0,,17242.0,A,2020-06-26 19:00:00,2020-06-26T19:00:00Z,1035.0,3078.0,277158.0,,,25368.0,1018.0,17.0,465,4962,277321,5427,277321,13,34,,25531.0,1035.0,24153.03756,2986530,2.9865,155.6991,1661.46,1817.159,4.3529,11.3844
MS,Mississippi,2020-06-28,25892.0,254296.0,,676.0,3102.0,149.0,,88.0,,17242.0,A,2020-06-27 19:00:00,2020-06-27T19:00:00Z,1039.0,3102.0,280020.0,,,25724.0,1022.0,17.0,361,2506,280188,2867,280188,4,24,,25899.0,1039.0,24153.03756,2986530,2.9865,120.8761,839.1009,959.977,1.3393,8.0361
MS,Mississippi,2020-06-29,26567.0,256955.0,,719.0,3115.0,158.0,,93.0,,19388.0,A,2020-06-28 19:00:00,2020-06-28T19:00:00Z,1059.0,3115.0,283355.0,,,26400.0,1042.0,17.0,675,2659,283522,3334,283522,20,13,,26568.0,1059.0,24153.03756,2986530,2.9865,226.0148,890.3309,1116.3457,6.6967,4.3529
MS,Mississippi,2020-06-30,27247.0,260299.0,,779.0,3156.0,167.0,,91.0,,19388.0,A,2020-06-29 19:00:00,2020-06-29T19:00:00Z,1073.0,3156.0,287546.0,,,27067.0,1056.0,17.0,680,3344,287546,4024,287546,14,41,,27248.0,1073.0,24153.03756,2986530,2.9865,227.689,1119.6941,1347.3831,4.6877,13.7283
MS,Mississippi,2020-07-01,27900.0,265852.0,,786.0,3177.0,160.0,,85.0,,19388.0,A,2020-06-30 19:00:00,2020-06-30T19:00:00Z,1082.0,3177.0,293562.0,,,27710.0,1064.0,18.0,653,5553,293752,6206,293752,9,21,,27900.0,1082.0,24153.03756,2986530,2.9865,218.6484,1859.3485,2077.9969,3.0135,7.0316
MS,Mississippi,2020-07-02,28770.0,270269.0,,863.0,3208.0,167.0,,94.0,,19388.0,A,2020-07-01 19:00:00,2020-07-01T19:00:00Z,1092.0,3208.0,298842.0,,,28573.0,1074.0,18.0,870,4417,299039,5287,299039,10,31,,28770.0,1092.0,24153.03756,2986530,2.9865,291.308,1478.9739,1770.2819,3.3484,10.3799
MS,Mississippi,2020-07-03,28770.0,270269.0,,863.0,3208.0,167.0,,94.0,,19388.0,A,2020-07-01 19:00:00,2020-07-01T19:00:00Z,1092.0,3208.0,298842.0,,,28573.0,1074.0,18.0,0,0,299039,0,299039,0,0,,29684.0,1103.0,24153.03756,2986530,2.9865,0.0,0.0,0.0,0.0,0.0
MS,Mississippi,2020-07-04,30674.0,279241.0,,872.0,3268.0,175.0,,88.0,,19388.0,A,2020-07-03 19:00:00,2020-07-03T19:00:00Z,1107.0,3268.0,309699.0,,,30458.0,1089.0,18.0,1904,8972,309915,10876,309915,15,60,,30674.0,1107.0,24153.03756,2986530,2.9865,637.5292,3004.1553,3641.6845,5.0226,20.0902
MS,Mississippi,2020-07-05,30900.0,279241.0,,872.0,3268.0,175.0,,88.0,,19388.0,A,2020-07-03 19:00:00,2020-07-03T19:00:00Z,1111.0,3268.0,309699.0,,,30671.0,1093.0,18.0,226,0,310141,226,310141,4,0,,30900.0,1111.0,24153.03756,2986530,2.9865,75.6731,0.0,75.6731,1.3393,0.0
MS,Mississippi,2020-07-06,31257.0,283431.0,,825.0,3280.0,165.0,,98.0,,22167.0,A,2020-07-05 19:00:00,2020-07-05T19:00:00Z,1114.0,3280.0,314459.0,,,31028.0,1096.0,18.0,357,4190,314688,4547,314688,3,12,,31257.0,1114.0,24153.03756,2986530,2.9865,119.5367,1402.966,1522.5027,1.0045,4.018
MS,Mississippi,2020-07-07,32214.0,283431.0,,885.0,3315.0,173.0,,95.0,,22167.0,A,2020-07-06 19:00:00,2020-07-06T19:00:00Z,1158.0,3315.0,314459.0,,,31966.0,1139.0,19.0,957,0,315645,957,315645,44,35,,32214.0,1158.0,24153.03756,2986530,2.9865,320.4388,0.0,320.4388,14.7328,11.7193
MS,Mississippi,2020-07-08,32888.0,283431.0,,883.0,3365.0,190.0,,101.0,,22167.0,A,2020-07-07 19:00:00,2020-07-07T19:00:00Z,1188.0,3365.0,314459.0,,,32620.0,1168.0,20.0,674,0,316319,674,316319,30,50,,32888.0,1188.0,24153.03756,2986530,2.9865,225.68,0.0,225.68,10.0451,16.7418
MS,Mississippi,2020-07-09,33591.0,291213.0,,941.0,3414.0,187.0,,104.0,,22167.0,A,2020-07-08 19:00:00,2020-07-08T19:00:00Z,1204.0,3414.0,324522.0,,,33309.0,1184.0,20.0,703,7782,324804,8485,324804,16,49,,33591.0,1204.0,24153.03756,2986530,2.9865,235.3902,2605.6996,2841.0898,5.3574,16.407
MS,Mississippi,2020-07-10,34622.0,295690.0,,981.0,3455.0,205.0,,103.0,,22167.0,A,2020-07-09 19:00:00,2020-07-09T19:00:00Z,1215.0,3455.0,330011.0,,,34321.0,1195.0,20.0,1031,4477,330312,5508,330312,11,41,,34622.0,1215.0,24153.03756,2986530,2.9865,345.2167,1499.0641,1844.2808,3.6832,13.7283
MS,Mississippi,2020-07-11,35419.0,298924.0,,963.0,3495.0,202.0,,107.0,,22167.0,A,2020-07-10 19:00:00,2020-07-10T19:00:00Z,1230.0,3495.0,334029.0,,,35105.0,1208.0,22.0,797,3234,334343,4031,334343,15,40,,35419.0,1230.0,24153.03756,2986530,2.9865,266.8649,1082.8621,1349.7269,5.0226,13.3935
MS,Mississippi,2020-07-12,36287.0,298924.0,,963.0,3495.0,202.0,,107.0,,22167.0,A,2020-07-12 00:00:00,2020-07-12T00:00:00Z,1249.0,3495.0,334029.0,,,35961.0,1227.0,22.0,868,0,335211,868,335211,19,0,,36287.0,1249.0,24153.03756,2986530,2.9865,290.6383,0.0,290.6383,6.3619,0.0
MS,Mississippi,2020-07-13,36680.0,306735.0,,1020.0,3530.0,208.0,,110.0,,25932.0,A,2020-07-12 19:00:00,2020-07-12T19:00:00Z,1250.0,3530.0,343299.0,,,36564.0,1228.0,22.0,393,7811,343415,8204,343415,1,35,,36680.0,1250.0,24153.03756,2986530,2.9865,131.5908,2615.4099,2747.0007,0.3348,11.7193
MS,Mississippi,2020-07-14,37542.0,312671.0,,1059.0,3585.0,227.0,,126.0,,25932.0,A,2020-07-13 19:00:00,2020-07-13T19:00:00Z,1272.0,3585.0,349869.0,,,37198.0,1249.0,23.0,862,5936,350213,6798,350213,22,55,,37542.0,1272.0,24153.03756,2986530,2.9865,288.6293,1987.591,2276.2202,7.3664,18.416
MS,Mississippi,2020-07-15,38567.0,318290.0,,1099.0,3629.0,240.0,,132.0,,25932.0,A,2020-07-14 19:00:00,2020-07-14T19:00:00Z,1290.0,3629.0,356488.0,,,38198.0,1266.0,24.0,1025,5619,356857,6644,356857,18,44,,38567.0,1290.0,24153.03756,2986530,2.9865,343.2077,1881.4477,2224.6554,6.0271,14.7328
MS,Mississippi,2020-07-16,39797.0,324103.0,,1117.0,3675.0,247.0,,125.0,,25932.0,A,2020-07-15 19:00:00,2020-07-15T19:00:00Z,1308.0,3675.0,363487.0,,,39384.0,1283.0,25.0,1230,5813,363900,7043,363900,18,46,,39797.0,1308.0,24153.03756,2986530,2.9865,411.8492,1946.406,2358.2552,6.0271,15.4025
MS,Mississippi,2020-07-17,40829.0,330635.0,,1076.0,3712.0,253.0,,129.0,,25932.0,A,2020-07-16 19:00:00,2020-07-16T19:00:00Z,1332.0,3712.0,370993.0,,,40358.0,1303.0,29.0,1032,6532,371464,7564,371464,24,37,,40829.0,1332.0,24153.03756,2986530,2.9865,345.5515,2187.1537,2532.7052,8.0361,12.389
MS,Mississippi,2020-07-18,41846.0,335439.0,,1076.0,3727.0,253.0,,129.0,,25932.0,A,2020-07-17 19:00:00,2020-07-17T19:00:00Z,1346.0,3727.0,376793.0,,,41354.0,1316.0,30.0,1017,4804,377285,5821,377285,14,15,,41846.0,1346.0,24153.03756,2986530,2.9865,340.529,1608.5557,1949.0847,4.6877,5.0226
MS,Mississippi,2020-07-19,42638.0,335439.0,,1129.0,3727.0,278.0,,132.0,,25932.0,A,2020-07-17 19:00:00,2020-07-17T19:00:00Z,1355.0,3727.0,376793.0,,,42130.0,1324.0,31.0,792,0,378077,792,378077,9,0,,42638.0,1355.0,24153.03756,2986530,2.9865,265.1907,0.0,265.1907,3.0135,0.0
MS,Mississippi,2020-07-20,43889.0,346086.0,,1119.0,3766.0,284.0,,143.0,,30315.0,A,2020-07-20 00:00:00,2020-07-20T00:00:00Z,1358.0,3766.0,389466.0,,,43380.0,1327.0,31.0,1251,10647,389975,11898,389975,3,39,,43889.0,1358.0,24153.03756,2986530,2.9865,418.8808,3565.0069,3983.8877,1.0045,13.0586
MS,Mississippi,2020-07-21,45524.0,349674.0,,1154.0,3797.0,293.0,,140.0,,30315.0,A,2020-07-20 19:00:00,2020-07-20T19:00:00Z,1389.0,3797.0,394673.0,,,44999.0,1358.0,31.0,1635,3588,395198,5223,395198,31,31,,45524.0,1389.0,24153.03756,2986530,2.9865,547.4581,1201.3943,1748.8523,10.3799,10.3799
MS,Mississippi,2020-07-22,47071.0,355959.0,,1165.0,3844.0,293.0,,138.0,,30315.0,A+,2020-07-21 19:00:00,2020-07-21T19:00:00Z,1423.0,3844.0,402474.0,,,46515.0,1390.0,33.0,1547,6285,403030,7832,403030,34,47,,47071.0,1423.0,24153.03756,2986530,2.9865,517.9925,2104.449,2622.4414,11.3844,15.7373
MS,Mississippi,2020-07-23,48053.0,355959.0,,1207.0,3878.0,293.0,,140.0,,30315.0,A+,2020-07-22 19:00:00,2020-07-22T19:00:00Z,1436.0,3878.0,402474.0,,,47468.0,1401.0,35.0,982,0,404012,982,404012,13,34,,48053.0,1436.0,24153.03756,2986530,2.9865,328.8097,0.0,328.8097,4.3529,11.3844
MS,Mississippi,2020-07-24,49663.0,361817.0,,1216.0,3923.0,279.0,,163.0,,30315.0,A+,2020-07-23 19:00:00,2020-07-23T19:00:00Z,1463.0,3923.0,410867.0,,,49050.0,1428.0,35.0,1610,5858,411480,7468,411480,27,45,,49663.0,1463.0,24153.03756,2986530,2.9865,539.0872,1961.4737,2500.5609,9.0406,15.0677
MS,Mississippi,2020-07-25,51097.0,370789.0,,1172.0,3982.0,295.0,,159.0,,30315.0,A+,2020-07-24 19:00:00,2020-07-24T19:00:00Z,1480.0,3982.0,421233.0,,,50444.0,1443.0,37.0,1434,8972,421886,10406,421886,17,59,,51097.0,1480.0,24153.03756,2986530,2.9865,480.1559,3004.1553,3484.3112,5.6922,19.7554
MO,Missouri,2020-03-07,0.0,,,,,,,,,,,,,,,23.0,6.0,17.0,,,,0,0,0,0,0,0,0,,1.0,0.0,30641.673619999998,6126452,6.1265,0.0,0.0,0.0,0.0,0.0
MO,Missouri,2020-03-08,1.0,,,,,,,,,,,,,,,31.0,7.0,24.0,,,,1,0,1,1,1,0,0,,1.0,0.0,30641.673619999998,6126452,6.1265,0.1632,0.0,0.1632,0.0,0.0
MO,Missouri,2020-03-09,1.0,,,,,,,,,,,,,,,36.0,7.0,29.0,,,,0,0,1,0,1,0,0,,1.0,0.0,30641.673619999998,6126452,6.1265,0.0,0.0,0.0,0.0,0.0
MO,Missouri,2020-03-10,1.0,,,,,,,,,,,,,,,42.0,8.0,34.0,,,,0,0,1,0,1,0,0,,1.0,0.0,30641.673619999998,6126452,6.1265,0.0,0.0,0.0,0.0,0.0
MO,Missouri,2020-03-11,1.0,,,,,,,,,,,,,,,54.0,8.0,46.0,,,,0,0,1,0,1,0,0,,1.0,0.0,30641.673619999998,6126452,6.1265,0.0,0.0,0.0,0.0,0.0
MO,Missouri,2020-03-12,1.0,64.0,,,,,,,,,,2020-03-11 00:00:00,2020-03-11T00:00:00Z,,,65.0,9.0,56.0,,,,0,64,65,64,65,0,0,,2.0,0.0,30641.673619999998,6126452,6.1265,0.0,10.4465,10.4465,0.0,0.0
MO,Missouri,2020-03-13,2.0,71.0,,,,,,,,,,2020-03-12 17:45:00,2020-03-12T17:45:00Z,,,87.0,11.0,76.0,,,,1,7,73,8,73,0,0,,4.0,0.0,30641.673619999998,6126452,6.1265,0.1632,1.1426,1.3058,0.0,0.0
MO,Missouri,2020-03-14,4.0,90.0,,,,,,,,,,2020-03-13 18:10:00,2020-03-13T18:10:00Z,0.0,,115.0,12.0,102.0,,,,2,19,94,21,94,0,0,,5.0,0.0,30641.673619999998,6126452,6.1265,0.3265,3.1013,3.4278,0.0,0.0
MO,Missouri,2020-03-15,5.0,122.0,,,,,,,,,,2020-03-14 22:00:00,2020-03-14T22:00:00Z,0.0,,188.0,19.0,168.0,,,,1,32,127,33,127,0,0,,5.0,0.0,30641.673619999998,6126452,6.1265,0.1632,5.2233,5.3865,0.0,0.0
MO,Missouri,2020-03-16,6.0,164.0,,,,,,,,,,2020-03-16 15:52:00,2020-03-16T15:52:00Z,0.0,,287.0,29.0,257.0,,,,1,42,170,43,170,0,0,,9.0,0.0,30641.673619999998,6126452,6.1265,0.1632,6.8555,7.0187,0.0,0.0
MO,Missouri,2020-03-17,8.0,207.0,,,,,,,,,,2020-03-16 20:00:00,2020-03-16T20:00:00Z,0.0,,405.0,39.0,365.0,,,,2,43,215,45,215,0,0,,16.0,0.0,30641.673619999998,6126452,6.1265,0.3265,7.0187,7.3452,0.0,0.0
MO,Missouri,2020-03-18,13.0,253.0,,,,,,,,,,2020-03-17 19:15:00,2020-03-17T19:15:00Z,0.0,,845.0,70.0,774.0,,,,5,46,266,51,266,0,0,,21.0,1.0,30641.673619999998,6126452,6.1265,0.8161,7.5084,8.3246,0.0,0.0
MO,Missouri,2020-03-19,24.0,308.0,,,,,,,,,,2020-03-18 20:00:00,2020-03-18T20:00:00Z,1.0,,1530.0,120.0,1409.0,,,,11,55,332,66,332,1,0,,35.0,1.0,30641.673619999998,6126452,6.1265,1.7955,8.9775,10.773,0.1632,0.0
MO,Missouri,2020-03-20,47.0,369.0,,,,,,,,,,2020-03-20 10:05:00,2020-03-20T10:05:00Z,1.0,,2327.0,176.0,2148.0,,,,23,61,416,84,416,0,0,,73.0,3.0,30641.673619999998,6126452,6.1265,3.7542,9.9568,13.711,0.0,0.0
MO,Missouri,2020-03-21,73.0,369.0,,,,,,,,,,2020-03-20 22:00:00,2020-03-20T22:00:00Z,3.0,,3455.0,250.0,3201.0,,,,26,0,442,26,442,2,0,,93.0,3.0,30641.673619999998,6126452,6.1265,4.2439,0.0,4.2439,0.3265,0.0
MO,Missouri,2020-03-22,90.0,369.0,,,,,,,,,,2020-03-21 22:00:00,2020-03-21T22:00:00Z,3.0,,4642.0,358.0,4278.0,,,,17,0,459,17,459,0,0,,130.0,3.0,30641.673619999998,6126452,6.1265,2.7749,0.0,2.7749,0.0,0.0
MO,Missouri,2020-03-23,183.0,369.0,,,,,,,,,C,2020-03-23 15:00:00,2020-03-23T15:00:00Z,3.0,,5455.0,441.0,5008.0,,,,93,0,552,93,552,0,0,,183.0,4.0,30641.673619999998,6126452,6.1265,15.1801,0.0,15.1801,0.0,0.0
MO,Missouri,2020-03-24,183.0,369.0,,,,,,,,,C,2020-03-23 15:00:00,2020-03-23T15:00:00Z,3.0,,6165.0,520.0,5639.0,,,,0,0,552,0,552,0,0,,255.0,5.0,30641.673619999998,6126452,6.1265,0.0,0.0,0.0,0.0,0.0
MO,Missouri,2020-03-25,356.0,369.0,,,,,,,,,C,2020-03-24 16:00:00,2020-03-24T16:00:00Z,8.0,,7980.0,700.0,7272.0,,,,173,0,725,173,725,5,0,,384.0,8.0,30641.673619999998,6126452,6.1265,28.2382,0.0,28.2382,0.8161,0.0
MO,Missouri,2020-03-26,502.0,369.0,,,,,,,,,C,2020-03-26 15:00:00,2020-03-26T15:00:00Z,8.0,,10044.0,915.0,9121.0,,,,146,0,871,146,871,0,0,,508.0,8.0,30641.673619999998,6126452,6.1265,23.8311,0.0,23.8311,0.0,0.0
MO,Missouri,2020-03-27,669.0,369.0,,,,,,,,,C,2020-03-27 00:00:00,2020-03-27T00:00:00Z,8.0,,12479.0,1144.0,11324.0,,,,167,0,1038,167,1038,0,0,,670.0,9.0,30641.673619999998,6126452,6.1265,27.2588,0.0,27.2588,0.0,0.0
MO,Missouri,2020-03-28,838.0,10082.0,,,,,,,,,C,2020-03-28 15:00:00,2020-03-28T15:00:00Z,10.0,,14889.0,1406.0,13471.0,,,,169,9713,10920,9882,10920,2,0,,837.0,11.0,30641.673619999998,6126452,6.1265,27.5853,1585.4201,1613.0054,0.3265,0.0
MO,Missouri,2020-03-29,838.0,11547.0,,,,,,,,,C,2020-03-28 15:00:00,2020-03-28T15:00:00Z,10.0,,17025.0,1702.0,15311.0,,,,0,1465,12385,1465,12385,0,0,,902.0,12.0,30641.673619999998,6126452,6.1265,0.0,239.127,239.127,0.0,0.0
MO,Missouri,2020-03-30,1031.0,13204.0,,,,,,,,,C,2020-03-30 16:00:00,2020-03-30T16:00:00Z,13.0,,18299.0,1898.0,16387.0,,,,193,1657,14235,1850,14235,3,0,,1049.0,13.0,30641.673619999998,6126452,6.1265,31.5027,270.4665,301.9692,0.4897,0.0
MO,Missouri,2020-03-31,1327.0,14614.0,,,,,,,,,C,2020-03-31 15:00:00,2020-03-31T15:00:00Z,14.0,,19189.0,2037.0,17138.0,,,,296,1410,15941,1706,15941,1,0,,1350.0,15.0,30641.673619999998,6126452,6.1265,48.3151,230.1495,278.4646,0.1632,0.0
MO,Missouri,2020-04-01,1581.0,15846.0,,,,,,,,,C,2020-04-01 15:00:00,2020-04-01T15:00:00Z,18.0,,21956.0,2402.0,19540.0,,,,254,1232,17427,1486,17427,4,0,,1580.0,21.0,30641.673619999998,6126452,6.1265,41.4596,201.0952,242.5547,0.6529,0.0
MO,Missouri,2020-04-02,1834.0,17849.0,,,,,,,,,C,2020-04-02 15:00:00,2020-04-02T15:00:00Z,19.0,,24415.0,2700.0,21700.0,,,,253,2003,19683,2256,19683,1,0,,1834.0,28.0,30641.673619999998,6126452,6.1265,41.2963,326.9429,368.2392,0.1632,0.0
MO,Missouri,2020-04-03,2113.0,19357.0,,,,,,,,,C,2020-04-03 15:00:00,2020-04-03T15:00:00Z,19.0,,26710.0,2978.0,23715.0,,,,279,1508,21470,1787,21470,0,0,,2113.0,36.0,30641.673619999998,6126452,6.1265,45.5402,246.1457,291.686,0.0,0.0
MO,Missouri,2020-04-04,2291.0,22614.0,,413.0,,,,,,,C,2020-04-04 15:00:00,2020-04-04T15:00:00Z,24.0,,28877.0,3277.0,25580.0,,,,178,3257,24905,3435,24905,5,0,,2291.0,44.0,30641.673619999998,6126452,6.1265,29.0543,531.6291,560.6834,0.8161,0.0
MO,Missouri,2020-04-05,2367.0,24882.0,,424.0,,,,,,,C,2020-04-05 15:00:00,2020-04-05T15:00:00Z,34.0,,30851.0,3526.0,27303.0,,,,76,2268,27249,2344,27249,10,0,,2367.0,52.0,30641.673619999998,6126452,6.1265,12.4052,370.198,382.6032,1.6323,0.0
MO,Missouri,2020-04-06,2722.0,27113.0,,439.0,,,,,,,A,2020-04-06 16:28:00,2020-04-06T16:28:00Z,39.0,,31954.0,3673.0,28257.0,,,,355,2231,29835,2586,29835,5,0,,2722.0,56.0,30641.673619999998,6126452,6.1265,57.9454,364.1586,422.104,0.8161,0.0
MO,Missouri,2020-04-07,3037.0,28932.0,,508.0,,,,,,,A,2020-04-07 15:00:00,2020-04-07T15:00:00Z,53.0,,32855.0,3786.0,29042.0,,,,315,1819,31969,2134,31969,14,0,,3037.0,80.0,30641.673619999998,6126452,6.1265,51.4164,296.9092,348.3256,2.2852,0.0
MO,Missouri,2020-04-08,3327.0,30783.0,,519.0,,,,,,,A,2020-04-08 15:00:00,2020-04-08T15:00:00Z,58.0,,35599.0,4106.0,31459.0,,,,290,1851,34110,2141,34110,5,0,,3327.0,86.0,30641.673619999998,6126452,6.1265,47.3357,302.1325,349.4682,0.8161,0.0
MO,Missouri,2020-04-09,3539.0,34955.0,,568.0,,,,,,,A,2020-04-09 15:00:00,2020-04-09T15:00:00Z,77.0,,37902.0,4348.0,33518.0,,,,212,4172,38494,4384,38494,19,0,,3539.0,94.0,30641.673619999998,6126452,6.1265,34.604,680.9814,715.5855,3.1013,0.0
MO,Missouri,2020-04-10,3799.0,36941.0,,568.0,,,,,,,A,2020-04-10 15:00:00,2020-04-10T15:00:00Z,96.0,,40173.0,4603.0,35533.0,,,,260,1986,40740,2246,40740,19,0,,3799.0,105.0,30641.673619999998,6126452,6.1265,42.4389,324.1681,366.607,3.1013,0.0
MO,Missouri,2020-04-11,4024.0,39148.0,,506.0,,,,,,,A,2020-04-11 15:00:00,2020-04-11T15:00:00Z,109.0,,42151.0,4818.0,37292.0,,,,225,2207,43172,2432,43172,13,0,,4024.0,116.0,30641.673619999998,6126452,6.1265,36.726,360.2411,396.9671,2.1219,0.0
MO,Missouri,2020-04-12,4160.0,41040.0,,988.0,,,,,,,A,2020-04-12 15:00:00,2020-04-12T15:00:00Z,110.0,,44241.0,5060.0,39135.0,,,,136,1892,45200,2028,45200,1,0,,4160.0,116.0,30641.673619999998,6126452,6.1265,22.1988,308.8247,331.0236,0.1632,0.0
MO,Missouri,2020-04-13,4388.0,41040.0,,988.0,,,,,,,A,2020-04-13 15:00:00,2020-04-13T15:00:00Z,114.0,,45189.0,5165.0,39977.0,,,,228,0,45428,228,45428,4,0,,4388.0,136.0,30641.673619999998,6126452,6.1265,37.2157,0.0,37.2157,0.6529,0.0
MO,Missouri,2020-04-14,4686.0,43292.0,,1041.0,,,,,,,A,2020-04-14 15:00:00,2020-04-14T15:00:00Z,133.0,,45977.0,5262.0,40667.0,,,,298,2252,47978,2550,47978,19,0,,4686.0,151.0,30641.673619999998,6126452,6.1265,48.6415,367.5863,416.2279,3.1013,0.0
MO,Missouri,2020-04-15,4895.0,44117.0,,1024.0,,,,,,,A,2020-04-15 15:00:00,2020-04-15T15:00:00Z,147.0,,48233.0,5546.0,42635.0,,,,209,825,49012,1034,49012,14,0,,4895.0,164.0,30641.673619999998,6126452,6.1265,34.1144,134.662,168.7763,2.2852,0.0
MO,Missouri,2020-04-16,5111.0,45537.0,,1043.0,,,,,,,A,2020-04-16 15:00:00,2020-04-16T15:00:00Z,152.0,,50402.0,5781.0,44563.0,,,,216,1420,50648,1636,50648,5,0,,5111.0,170.0,30641.673619999998,6126452,6.1265,35.2569,231.7818,267.0387,0.8161,0.0
MO,Missouri,2020-04-17,5283.0,46434.0,,1043.0,,,,,,,A,2020-04-17 15:00:00,2020-04-17T15:00:00Z,165.0,,52444.0,6022.0,46360.0,,,,172,897,51717,1069,51717,13,0,,5283.0,184.0,30641.673619999998,6126452,6.1265,28.075,146.4143,174.4892,2.1219,0.0
MO,Missouri,2020-04-18,5517.0,48242.0,,875.0,,,,,,,A,2020-04-18 15:00:00,2020-04-18T15:00:00Z,175.0,,54507.0,6260.0,48182.0,,,,234,1808,53759,2042,53759,10,0,,5517.0,194.0,30641.673619999998,6126452,6.1265,38.195,295.1137,333.3087,1.6323,0.0
MO,Missouri,2020-04-19,5667.0,48242.0,,875.0,,,,,,,A,2020-04-19 15:00:00,2020-04-19T15:00:00Z,176.0,,56834.0,6457.0,50308.0,,,,150,0,53909,150,53909,1,0,,5667.0,196.0,30641.673619999998,6126452,6.1265,24.484,0.0,24.484,0.1632,0.0
MO,Missouri,2020-04-20,5807.0,50206.0,,873.0,,,,,,,A,2020-04-20 15:00:00,2020-04-20T15:00:00Z,177.0,,58076.0,6628.0,51379.0,,,,140,1964,56013,2104,56013,1,0,,5807.0,201.0,30641.673619999998,6126452,6.1265,22.8517,320.5771,343.4288,0.1632,0.0
MO,Missouri,2020-04-21,5941.0,51179.0,,1001.0,,,,,,,A,2020-04-21 15:00:00,2020-04-21T15:00:00Z,189.0,,59056.0,6778.0,52207.0,,,,134,973,57120,1107,57120,12,0,,5941.0,221.0,30641.673619999998,6126452,6.1265,21.8724,158.8195,180.6919,1.9587,0.0
MO,Missouri,2020-04-22,6137.0,52019.0,,1001.0,,,,,,,A,2020-04-22 15:00:00,2020-04-22T15:00:00Z,208.0,,61646.0,7085.0,54480.0,,,,196,840,58156,1036,58156,19,0,,6137.0,236.0,30641.673619999998,6126452,6.1265,31.9924,137.1104,169.1028,3.1013,0.0
MO,Missouri,2020-04-23,6321.0,53129.0,,884.0,,,,,,,A,2020-04-23 15:00:00,2020-04-23T15:00:00Z,218.0,,64187.0,7361.0,56736.0,,,,184,1110,59450,1294,59450,10,0,,6321.0,248.0,30641.673619999998,6126452,6.1265,30.0337,181.1815,211.2152,1.6323,0.0
