state_initial,state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,grade,nyt_cases,nyt_deaths
WV,West Virginia,2020-04-26 00:00:00,1044.0,38019.0,,100.0,,38.0,,20.0,,455.0,B,2020-04-26 10:00:00,2020-04-26T10:00:00Z,34.0,,,,,,,,24,6073,39063,6097,39063,2,0,,1054.0,34.0
WV,West Virginia,2020-04-27 00:00:00,1063.0,41976.0,,100.0,,38.0,,20.0,,455.0,B,2020-04-27 10:00:00,2020-04-27T10:00:00Z,36.0,,,,,,,,19,3957,43039,3976,43039,2,0,,1078.0,37.0
WV,West Virginia,2020-04-28 00:00:00,1079.0,41976.0,,87.0,,28.0,,15.0,,481.0,B,2020-04-28 10:00:00,2020-04-28T10:00:00Z,37.0,,,,,,,,16,0,43055,16,43055,1,0,,1096.0,38.0
WV,West Virginia,2020-04-29 00:00:00,1095.0,41976.0,,102.0,,40.0,,21.0,,504.0,C,2020-04-29 10:00:00,2020-04-29T10:00:00Z,38.0,,42032.0,,,1095.0,,,16,0,43071,16,43071,1,0,,1110.0,40.0
WV,West Virginia,2020-04-30 00:00:00,1118.0,43423.0,,84.0,,38.0,,20.0,,545.0,C,2020-04-30 10:00:00,2020-04-30T10:00:00Z,41.0,,44541.0,,,1118.0,,,23,1447,44541,1470,44541,3,0,,1126.0,44.0
WV,West Virginia,2020-05-01 00:00:00,1136.0,45708.0,,81.0,,33.0,,18.0,,555.0,C,2020-05-01 10:00:00,2020-05-01T10:00:00Z,46.0,,46844.0,,,1136.0,,,18,2285,46844,2303,46844,5,0,,1152.0,47.0
WV,West Virginia,2020-05-02 00:00:00,1169.0,47977.0,,76.0,,29.0,,15.0,,572.0,C,2020-05-02 10:00:00,2020-05-02T10:00:00Z,48.0,,,,,1169.0,,,33,2269,49146,2302,49146,2,0,,1185.0,50.0
WV,West Virginia,2020-05-03 00:00:00,1191.0,50447.0,,73.0,,28.0,,15.0,,611.0,C,2020-05-03 10:00:00,2020-05-03T10:00:00Z,50.0,,,,,1191.0,,,22,2470,51638,2492,51638,2,0,,1196.0,50.0
WV,West Virginia,2020-05-04 00:00:00,1206.0,52033.0,,73.0,,28.0,,15.0,,611.0,C,2020-05-04 10:00:00,2020-05-04T10:00:00Z,50.0,,,,,1206.0,,,15,1586,53239,1601,53239,0,0,,1225.0,50.0
WV,West Virginia,2020-05-05 00:00:00,1238.0,53585.0,,64.0,,23.0,,12.0,,630.0,C,2020-05-05 10:00:00,2020-05-05T10:00:00Z,50.0,,,,,1238.0,,,32,1552,54823,1584,54823,0,0,,1243.0,50.0
WV,West Virginia,2020-05-06 00:00:00,1248.0,54536.0,,76.0,,22.0,,12.0,,716.0,C,2020-05-06 10:00:00,2020-05-06T10:00:00Z,50.0,,,,,1248.0,,,10,951,55784,961,55784,0,0,,1277.0,51.0
WV,West Virginia,2020-05-07 00:00:00,1287.0,56234.0,,76.0,,22.0,,12.0,,716.0,C,2020-05-07 10:00:00,2020-05-07T10:00:00Z,51.0,,,,,1287.0,,,39,1698,57521,1737,57521,1,0,,1298.0,51.0
WV,West Virginia,2020-05-08 00:00:00,1310.0,58126.0,,65.0,,19.0,,11.0,,761.0,C,2020-05-08 10:00:00,2020-05-08T10:00:00Z,51.0,,,,,1310.0,,,23,1892,59436,1915,59436,0,0,,1324.0,52.0
WV,West Virginia,2020-05-09 00:00:00,1335.0,59662.0,,53.0,,13.0,,7.0,,761.0,C,2020-05-09 10:00:00,2020-05-09T10:00:00Z,53.0,,,,,1335.0,,,25,1536,60997,1561,60997,2,0,,1348.0,53.0
WV,West Virginia,2020-05-10 00:00:00,1360.0,61284.0,,49.0,,10.0,,6.0,,775.0,C,2020-05-10 10:00:00,2020-05-10T10:00:00Z,54.0,,,,,1360.0,,,25,1622,62644,1647,62644,1,0,,1363.0,54.0
WV,West Virginia,2020-05-11 00:00:00,1366.0,62103.0,,49.0,,10.0,,6.0,,775.0,C,2020-05-11 10:00:00,2020-05-11T10:00:00Z,54.0,,,,,1366.0,,,6,819,63469,825,63469,0,0,,1370.0,57.0
WV,West Virginia,2020-05-12 00:00:00,1371.0,63698.0,,50.0,,9.0,,5.0,,803.0,C,2020-05-12 10:00:00,2020-05-12T10:00:00Z,57.0,,,,,1371.0,,,5,1595,65069,1600,65069,3,0,,1379.0,58.0
WV,West Virginia,2020-05-13 00:00:00,1398.0,65282.0,,58.0,,11.0,,6.0,,813.0,B,2020-05-13 10:00:00,2020-05-13T10:00:00Z,58.0,,,,,1398.0,,,27,1584,66680,1611,66680,1,0,,1405.0,59.0
WV,West Virginia,2020-05-14 00:00:00,1427.0,67286.0,,52.0,,9.0,,5.0,,870.0,B,2020-05-14 10:00:00,2020-05-14T10:00:00Z,60.0,,,,,1427.0,,,29,2004,68713,2033,68713,2,0,,1435.0,62.0
WV,West Virginia,2020-05-15 00:00:00,1441.0,69495.0,,57.0,,15.0,,8.0,,870.0,B,2020-05-15 10:00:00,2020-05-15T10:00:00Z,62.0,,,,,1441.0,,,14,2209,70936,2223,70936,2,0,,1448.0,64.0
WV,West Virginia,2020-05-16 00:00:00,1457.0,71936.0,,55.0,,13.0,,6.0,,889.0,B,2020-05-16 10:00:00,2020-05-16T10:00:00Z,64.0,,,,,1457.0,,,16,2441,73393,2457,73393,2,0,,1470.0,65.0
WV,West Virginia,2020-05-17 00:00:00,1490.0,74000.0,,48.0,,11.0,,7.0,,919.0,B,2020-05-17 17:00:00,2020-05-17T17:00:00Z,67.0,,,,,1490.0,,,33,2064,75490,2097,75490,3,0,,1492.0,67.0
WV,West Virginia,2020-05-18 00:00:00,1491.0,74544.0,,48.0,,11.0,,7.0,,919.0,B,2020-05-18 10:00:00,2020-05-18T10:00:00Z,67.0,,,,,1491.0,,,1,544,76035,545,76035,0,0,,1502.0,68.0
WV,West Virginia,2020-05-19 00:00:00,1509.0,76792.0,,54.0,,18.0,,9.0,,922.0,B,2020-05-19 10:00:00,2020-05-19T10:00:00Z,68.0,,,,,1509.0,,,18,2248,78301,2266,78301,1,0,,1514.0,68.0
WV,West Virginia,2020-05-20 00:00:00,1545.0,79096.0,,58.0,,16.0,,9.0,,950.0,B,2020-05-20 10:00:00,2020-05-20T10:00:00Z,69.0,,,,,1545.0,,,36,2304,80641,2340,80641,1,0,,1567.0,69.0
WV,West Virginia,2020-05-21 00:00:00,1593.0,81548.0,,46.0,,12.0,,9.0,,983.0,B,2020-05-21 10:00:00,2020-05-21T10:00:00Z,70.0,,,,,1593.0,,,48,2452,83141,2500,83141,1,0,,1603.0,71.0
WV,West Virginia,2020-05-22 00:00:00,1616.0,83213.0,,47.0,,13.0,,9.0,,983.0,B,2020-05-22 10:00:00,2020-05-22T10:00:00Z,71.0,,,,,,,,23,1665,84829,1688,84829,1,0,,1705.0,72.0
WV,West Virginia,2020-05-23 00:00:00,1717.0,82027.0,,39.0,,11.0,,9.0,,1110.0,B,2020-05-23 10:00:00,2020-05-23T10:00:00Z,72.0,,,,,,,,101,-1186,83744,-1085,83744,1,0,,1729.0,72.0
WV,West Virginia,2020-05-24 00:00:00,1759.0,83935.0,,23.0,,8.0,,4.0,,1121.0,B,2020-05-24 10:00:00,2020-05-24T10:00:00Z,72.0,,,,,,,,42,1908,85694,1950,85694,0,0,,1771.0,72.0
WV,West Virginia,2020-05-25 00:00:00,1774.0,84551.0,,36.0,,13.0,,7.0,,1135.0,B,2020-05-25 10:00:00,2020-05-25T10:00:00Z,72.0,,,,,,,,15,616,86325,631,86325,0,0,,1782.0,73.0
WV,West Virginia,2020-05-26 00:00:00,1854.0,85957.0,,35.0,,9.0,,7.0,,1180.0,B,2020-05-26 17:00:00,2020-05-26T17:00:00Z,74.0,,,,,,,,80,1406,87811,1486,87811,2,0,,1854.0,74.0
WV,West Virginia,2020-05-27 00:00:00,1867.0,86594.0,,36.0,,13.0,,6.0,,1191.0,B,2020-05-27 10:00:00,2020-05-27T10:00:00Z,74.0,,,,,,,,13,637,88461,650,88461,0,0,,1899.0,74.0
WV,West Virginia,2020-05-28 00:00:00,1906.0,88409.0,,35.0,,13.0,,6.0,,1211.0,B,2020-05-28 10:00:00,2020-05-28T10:00:00Z,74.0,,,,,,,,39,1815,90315,1854,90315,0,0,,1935.0,74.0
WV,West Virginia,2020-05-29 00:00:00,1951.0,91426.0,,33.0,,14.0,,8.0,,1241.0,B,2020-05-29 10:00:00,2020-05-29T10:00:00Z,74.0,,,,,,,,45,3017,93377,3062,93377,0,0,,1972.0,74.0
WV,West Virginia,2020-05-30 00:00:00,1974.0,93916.0,,33.0,,14.0,,8.0,,1290.0,B,2020-05-30 10:00:00,2020-05-30T10:00:00Z,75.0,,,,,,,,23,2490,95890,2513,95890,1,0,,1989.0,75.0
WV,West Virginia,2020-05-31 00:00:00,2010.0,95612.0,,33.0,,14.0,,8.0,,1303.0,B,2020-05-31 17:00:00,2020-05-31T17:00:00Z,75.0,,,,,,,,36,1696,97622,1732,97622,0,0,,2010.0,75.0
WV,West Virginia,2020-06-01 00:00:00,2017.0,96078.0,,31.0,,11.0,,4.0,,1313.0,B,2020-06-01 10:00:00,2020-06-01T10:00:00Z,75.0,,,,,,,,7,466,98095,473,98095,0,0,,2028.0,76.0
WV,West Virginia,2020-06-02 00:00:00,2041.0,98502.0,,31.0,,11.0,,4.0,,1341.0,B,2020-06-02 09:30:00,2020-06-02T09:30:00Z,77.0,,,,,,,,24,2424,100543,2448,100543,2,0,,2056.0,78.0
WV,West Virginia,2020-06-03 00:00:00,2071.0,101697.0,,34.0,,13.0,,4.0,,1381.0,B,2020-06-03 10:00:00,2020-06-03T10:00:00Z,78.0,,,,,,,,30,3195,103768,3225,103768,1,0,,2077.0,78.0
WV,West Virginia,2020-06-04 00:00:00,2092.0,103957.0,,28.0,,11.0,,2.0,,1399.0,B,2020-06-04 10:00:00,2020-06-04T10:00:00Z,78.0,,,,,,,,21,2260,106049,2281,106049,0,0,,2102.0,79.0
WV,West Virginia,2020-06-05 00:00:00,2119.0,106399.0,,27.0,,11.0,,3.0,,1445.0,B,2020-06-05 17:00:00,2020-06-05T17:00:00Z,84.0,,,,,2054.0,,,27,2442,108518,2469,108518,6,0,,2119.0,84.0
WV,West Virginia,2020-06-06 00:00:00,2131.0,107592.0,,27.0,,11.0,,3.0,,1446.0,B,2020-06-06 10:00:00,2020-06-06T10:00:00Z,84.0,,,,,2065.0,,,12,1193,109723,1205,109723,0,0,,2136.0,84.0
WV,West Virginia,2020-06-07 00:00:00,2144.0,109663.0,,28.0,,9.0,,4.0,,1451.0,B,2020-06-07 10:00:00,2020-06-07T10:00:00Z,84.0,,,,,2075.0,,,13,2071,111807,2084,111807,0,0,,2144.0,84.0
WV,West Virginia,2020-06-08 00:00:00,2153.0,111452.0,,24.0,,9.0,,4.0,,1468.0,B,2020-06-08 13:00:00,2020-06-08T13:00:00Z,84.0,,,,,2083.0,,,9,1789,113605,1798,113605,0,0,,2161.0,84.0
WV,West Virginia,2020-06-09 00:00:00,2169.0,112169.0,,24.0,,9.0,,4.0,,1477.0,B,2020-06-09 10:00:00,2020-06-09T10:00:00Z,84.0,,,,,2095.0,,,16,717,114338,733,114338,0,0,,2179.0,84.0
WV,West Virginia,2020-06-10 00:00:00,2188.0,115802.0,,24.0,,9.0,,5.0,,1485.0,B,2020-06-10 10:00:00,2020-06-10T10:00:00Z,85.0,,,,,2114.0,,,19,3633,117990,3652,117990,1,0,,2193.0,85.0
WV,West Virginia,2020-06-11 00:00:00,2212.0,118908.0,,38.0,,8.0,,2.0,,1516.0,B,2020-06-11 10:00:00,2020-06-11T10:00:00Z,85.0,,,,,2136.0,,,24,3106,121120,3130,121120,0,0,,2217.0,86.0
WV,West Virginia,2020-06-12 00:00:00,2233.0,121806.0,,29.0,,9.0,,2.0,,1553.0,B,2020-06-12 10:00:00,2020-06-12T10:00:00Z,86.0,,,,,2157.0,,,21,2898,124039,2919,124039,1,0,,2249.0,88.0
WV,West Virginia,2020-06-13 00:00:00,2259.0,125258.0,,29.0,,9.0,,2.0,,1568.0,B,2020-06-13 10:00:00,2020-06-13T10:00:00Z,88.0,,,,,2183.0,,,26,3452,127517,3478,127517,2,0,,2274.0,88.0
WV,West Virginia,2020-06-14 00:00:00,2289.0,128910.0,,30.0,,8.0,,2.0,,1571.0,B,2020-06-14 10:00:00,2020-06-14T10:00:00Z,88.0,,,,,2213.0,,,30,3652,131199,3682,131199,0,0,,2290.0,88.0
WV,West Virginia,2020-06-15 00:00:00,2298.0,129655.0,,25.0,,8.0,,2.0,,1585.0,B,2020-06-15 10:00:00,2020-06-15T10:00:00Z,88.0,,,,,2220.0,,,9,745,131953,754,131953,0,0,,2322.0,88.0
WV,West Virginia,2020-06-16 00:00:00,2341.0,134730.0,,24.0,,8.0,,3.0,,1636.0,B,2020-06-16 10:00:00,2020-06-16T10:00:00Z,88.0,,,,,2261.0,,,43,5075,137071,5118,137071,0,0,,2341.0,88.0
WV,West Virginia,2020-06-17 00:00:00,2376.0,138994.0,,23.0,,7.0,,2.0,,1654.0,B,2020-06-17 17:00:00,2020-06-17T17:00:00Z,88.0,,,,,2295.0,,,35,4264,141370,4299,141370,0,0,,2376.0,88.0
WV,West Virginia,2020-06-18 00:00:00,2418.0,142011.0,,25.0,,5.0,,2.0,,1665.0,B,2020-06-18 17:00:00,2020-06-18T17:00:00Z,88.0,,,,,2336.0,,,42,3017,144429,3059,144429,0,0,,2418.0,88.0
WV,West Virginia,2020-06-19 00:00:00,2435.0,143579.0,,22.0,,6.0,,2.0,,1665.0,B,2020-06-19 10:00:00,2020-06-19T10:00:00Z,88.0,,,,,2353.0,,,17,1568,146014,1585,146014,0,0,,2468.0,88.0
WV,West Virginia,2020-06-20 00:00:00,2486.0,145910.0,,22.0,,6.0,,2.0,,1669.0,B,2020-06-20 10:00:00,2020-06-20T10:00:00Z,88.0,,,,,2403.0,,,51,2331,148396,2382,148396,0,0,,2500.0,88.0
WV,West Virginia,2020-06-21 00:00:00,2543.0,148046.0,,23.0,,3.0,,2.0,,1676.0,B,2020-06-21 17:00:00,2020-06-21T17:00:00Z,89.0,,,,,2452.0,,,57,2136,150589,2193,150589,1,0,,2543.0,89.0
WV,West Virginia,2020-06-22 00:00:00,2552.0,148652.0,,21.0,,5.0,,2.0,,1681.0,B,2020-06-22 10:00:00,2020-06-22T10:00:00Z,89.0,,,,,2461.0,,,9,606,151204,615,151204,0,0,,2571.0,90.0
WV,West Virginia,2020-06-23 00:00:00,2582.0,151746.0,,21.0,,5.0,,2.0,,1790.0,B,2020-06-23 10:00:00,2020-06-23T10:00:00Z,92.0,,,,,2493.0,,,30,3094,154328,3124,154328,3,0,,2593.0,92.0
WV,West Virginia,2020-06-24 00:00:00,2629.0,154419.0,,24.0,,5.0,,2.0,,1855.0,B,2020-06-24 17:00:00,2020-06-24T17:00:00Z,92.0,,,,,2541.0,,,47,2673,157048,2720,157048,0,0,,2629.0,92.0
WV,West Virginia,2020-06-25 00:00:00,2661.0,156043.0,,24.0,,5.0,,2.0,,1858.0,B,2020-06-25 10:00:00,2020-06-25T10:00:00Z,92.0,,,,,2574.0,,,32,1624,158704,1656,158704,0,0,,2693.0,92.0
WV,West Virginia,2020-06-26 00:00:00,2712.0,159245.0,,33.0,,10.0,,4.0,,1907.0,B,2020-06-26 10:00:00,2020-06-26T10:00:00Z,92.0,,,,,2622.0,,,51,3202,161957,3253,161957,0,0,,2729.0,92.0
WV,West Virginia,2020-06-27 00:00:00,2761.0,161894.0,,33.0,,10.0,,4.0,,2042.0,B,2020-06-27 10:00:00,2020-06-27T10:00:00Z,93.0,,,,,2699.0,,,49,2649,164655,2698,164655,1,0,,2781.0,93.0
WV,West Virginia,2020-06-28 00:00:00,2817.0,163691.0,,32.0,,10.0,,4.0,,2062.0,B,2020-06-28 10:00:00,2020-06-28T10:00:00Z,93.0,,,,,2723.0,,,56,1797,166508,1853,166508,0,0,,2831.0,93.0
WV,West Virginia,2020-06-29 00:00:00,2870.0,166785.0,,28.0,,5.0,,3.0,,2196.0,B,2020-06-29 17:00:00,2020-06-29T17:00:00Z,93.0,,,,,2771.0,,,53,3094,169655,3147,169655,0,0,,2869.0,93.0
WV,West Virginia,2020-06-30 00:00:00,2905.0,168859.0,,27.0,,10.0,,3.0,,2272.0,B,2020-06-30 10:00:00,2020-06-30T10:00:00Z,93.0,,,,,2804.0,,,35,2074,171764,2109,171764,0,0,,2904.0,93.0
WV,West Virginia,2020-07-01 00:00:00,2932.0,170420.0,,23.0,,5.0,,3.0,,2284.0,B,2020-07-01 10:00:00,2020-07-01T10:00:00Z,93.0,,,,,2831.0,,,27,1561,173352,1588,173352,0,0,,2979.0,93.0
WV,West Virginia,2020-07-02 00:00:00,3053.0,175288.0,,23.0,,10.0,,5.0,,2380.0,B,2020-07-02 17:00:00,2020-07-02T17:00:00Z,93.0,,,,,2949.0,,,121,4868,178341,4989,178341,0,0,,3053.0,93.0
WV,West Virginia,2020-07-03 00:00:00,3126.0,177576.0,,25.0,,11.0,,4.0,,2396.0,B,2020-07-03 17:00:00,2020-07-03T17:00:00Z,93.0,,,,,3021.0,,,73,2288,180702,2361,180702,0,0,,3126.0,93.0
WV,West Virginia,2020-07-04 00:00:00,3141.0,178288.0,,25.0,,11.0,,4.0,,2402.0,B,2020-07-04 10:00:00,2020-07-04T10:00:00Z,94.0,,,,,3036.0,,,15,712,181429,727,181429,1,0,,3205.0,94.0
WV,West Virginia,2020-07-05 00:00:00,3262.0,181559.0,,27.0,,12.0,,5.0,,2421.0,B,2020-07-05 10:00:00,2020-07-05T10:00:00Z,94.0,,,,,3156.0,,,121,3271,184821,3392,184821,0,0,,3335.0,95.0
WV,West Virginia,2020-07-06 00:00:00,3442.0,185539.0,,41.0,,13.0,,6.0,,2518.0,B,2020-07-06 17:00:00,2020-07-06T17:00:00Z,95.0,,,,,3336.0,,,180,3980,188981,4160,188981,1,0,,3442.0,95.0
WV,West Virginia,2020-07-07 00:00:00,3461.0,186386.0,,41.0,,13.0,,6.0,,2535.0,B,2020-07-07 10:00:00,2020-07-07T10:00:00Z,95.0,,,,,3354.0,,,19,847,189847,866,189847,0,0,,3505.0,95.0
WV,West Virginia,2020-07-08 00:00:00,3707.0,190208.0,,48.0,,13.0,,7.0,,2648.0,B,2020-07-08 17:00:00,2020-07-08T17:00:00Z,95.0,,,,,3602.0,,,246,3822,193915,4068,193915,0,0,,3707.0,95.0
WV,West Virginia,2020-07-09 00:00:00,3826.0,193363.0,,50.0,,15.0,,6.0,,2718.0,B,2020-07-09 10:00:00,2020-07-09T10:00:00Z,95.0,,,,,3718.0,,,119,3155,197189,3274,197189,0,0,,3826.0,95.0
WV,West Virginia,2020-07-10 00:00:00,3983.0,197220.0,,56.0,,16.0,,7.0,,2756.0,B,2020-07-10 17:00:00,2020-07-10T17:00:00Z,95.0,,,,,3872.0,,,157,3857,201203,4014,201203,0,0,,3983.0,95.0
WV,West Virginia,2020-07-11 00:00:00,4074.0,199749.0,,56.0,,14.0,,7.0,,2763.0,B,2020-07-11 10:00:00,2020-07-11T10:00:00Z,95.0,,,,,3963.0,,,91,2529,203823,2620,203823,0,0,,4146.0,96.0
WV,West Virginia,2020-07-12 00:00:00,4207.0,202829.0,,56.0,,14.0,,7.0,,2806.0,B,2020-07-12 10:00:00,2020-07-12T10:00:00Z,96.0,,,,,4091.0,,,133,3080,207036,3213,207036,1,0,,4244.0,96.0
WV,West Virginia,2020-07-13 00:00:00,4259.0,203966.0,,63.0,,22.0,,8.0,,2825.0,B,2020-07-13 10:00:00,2020-07-13T10:00:00Z,96.0,,,,,4143.0,,,52,1137,208225,1189,208225,0,0,,4313.0,97.0
WV,West Virginia,2020-07-14 00:00:00,4407.0,209605.0,,59.0,,24.0,,7.0,,2982.0,B,2020-07-14 17:00:00,2020-07-14T17:00:00Z,97.0,,,,,4289.0,,,148,5639,214012,5787,214012,1,0,,4407.0,97.0
WV,West Virginia,2020-07-15 00:00:00,4557.0,213347.0,,63.0,,26.0,,13.0,,2999.0,B,2020-07-15 17:00:00,2020-07-15T17:00:00Z,97.0,,,,,4439.0,,,150,3742,217904,3892,217904,0,0,,4557.0,98.0
WV,West Virginia,2020-07-16 00:00:00,4657.0,214517.0,,65.0,,29.0,,13.0,,3128.0,B,2020-07-16 10:00:00,2020-07-16T10:00:00Z,99.0,,,,,4535.0,,,100,1170,219174,1270,219174,2,0,,4657.0,99.0
WV,West Virginia,2020-07-17 00:00:00,4783.0,217769.0,,69.0,,37.0,,15.0,,3267.0,B,2020-07-17 17:00:00,2020-07-17T17:00:00Z,100.0,,,,,4658.0,,,126,3252,222552,3378,222552,1,0,,4783.0,100.0
WV,West Virginia,2020-07-18 00:00:00,4894.0,220617.0,,74.0,,33.0,,16.0,,3295.0,B,2020-07-18 10:00:00,2020-07-18T10:00:00Z,100.0,,,,,4768.0,,,111,2848,225511,2959,225511,0,0,,4922.0,100.0
WV,West Virginia,2020-07-19 00:00:00,5042.0,225946.0,,76.0,,32.0,,15.0,,3373.0,B,2020-07-19 17:00:00,2020-07-19T17:00:00Z,100.0,,,,,4918.0,,,148,5329,230988,5477,230988,0,0,,5042.0,100.0
WV,West Virginia,2020-07-20 00:00:00,5142.0,229838.0,,77.0,,33.0,,17.0,,3466.0,B,2020-07-20 17:00:00,2020-07-20T17:00:00Z,100.0,,,,,5019.0,,,100,3892,234980,3992,234980,0,0,,5142.0,100.0
WV,West Virginia,2020-07-21 00:00:00,5199.0,235127.0,,77.0,,33.0,,16.0,,3546.0,B,2020-07-21 17:00:00,2020-07-21T17:00:00Z,101.0,,,,,5074.0,,,57,5289,240326,5346,240326,1,0,,5199.0,101.0
WV,West Virginia,2020-07-22 00:00:00,5206.0,237181.0,,78.0,,33.0,,16.0,,3625.0,B,2020-07-22 10:00:00,2020-07-22T10:00:00Z,101.0,,,,,5081.0,,,7,2054,242387,2061,242387,0,0,,5461.0,102.0
WV,West Virginia,2020-07-23 00:00:00,5550.0,245522.0,,88.0,,38.0,,16.0,,3913.0,B,2020-07-23 17:00:00,2020-07-23T17:00:00Z,103.0,,,,,5420.0,,,344,8341,251072,8685,251072,2,0,,5550.0,103.0
WV,West Virginia,2020-07-24 00:00:00,5695.0,247478.0,,76.0,,37.0,,15.0,,4013.0,B,2020-07-24 17:00:00,2020-07-24T17:00:00Z,103.0,,,,,5562.0,,,145,1956,253173,2101,253173,0,0,,5695.0,103.0
WV,West Virginia,2020-07-25 00:00:00,5821.0,251093.0,,80.0,,35.0,,11.0,,4115.0,B,2020-07-25 17:00:00,2020-07-25T17:00:00Z,103.0,,,,,5687.0,,,126,3615,256914,3741,256914,0,0,,5821.0,103.0
WV,West Virginia,2020-07-26 00:00:00,5960.0,255766.0,,82.0,,35.0,,11.0,,4168.0,B,2020-07-26 17:00:00,2020-07-26T17:00:00Z,103.0,,,,,5825.0,,,139,4673,261726,4812,261726,0,0,,5960.0,103.0
WI,Wisconsin,2020-03-04 00:00:00,1.0,19.0,6.0,,,,,,,,,,,,,,,,1.0,,,0,0,20,0,20,0,0,,1.0,0.0
WI,Wisconsin,2020-03-05 00:00:00,1.0,19.0,6.0,,,,,,,,,,,,,,,,1.0,,,0,0,20,0,20,0,0,,1.0,0.0
WI,Wisconsin,2020-03-06 00:00:00,1.0,31.0,12.0,,,,,,,,,,,,,,,,1.0,,,0,12,32,12,32,0,0,,1.0,0.0
WI,Wisconsin,2020-03-07 00:00:00,1.0,31.0,12.0,,,,,,,,,,,,,,,,1.0,,,0,0,32,0,32,0,0,,1.0,0.0
WI,Wisconsin,2020-03-08 00:00:00,1.0,31.0,12.0,,,,,,,,,,,,,,,,1.0,,,0,0,32,0,32,0,0,,1.0,0.0
WI,Wisconsin,2020-03-09 00:00:00,1.0,36.0,,,,,,,,,,,,,,,,,1.0,,,0,5,37,5,37,0,0,,2.0,0.0
WI,Wisconsin,2020-03-10 00:00:00,2.0,36.0,,,,,,,,,,,,,,,,,2.0,,,1,0,38,1,38,0,0,,3.0,0.0
WI,Wisconsin,2020-03-11 00:00:00,3.0,43.0,,,,,,,,,,,,,,,,,3.0,,,1,7,46,8,46,0,0,,6.0,0.0
WI,Wisconsin,2020-03-12 00:00:00,9.0,84.0,,,,,,,,,,2020-03-12 15:30:00,2020-03-12T15:30:00Z,,,,,,8.0,,,6,41,93,47,93,0,0,,8.0,0.0
WI,Wisconsin,2020-03-13 00:00:00,23.0,169.0,,,,,,,,,,2020-03-13 15:00:00,2020-03-13T15:00:00Z,,,,,,19.0,,,14,85,192,99,192,0,0,,19.0,0.0
WI,Wisconsin,2020-03-14 00:00:00,23.0,169.0,,,,,,,,,,2020-03-13 15:00:00,2020-03-13T15:00:00Z,,,,,,19.0,,,0,0,192,0,192,0,0,,27.0,0.0
WI,Wisconsin,2020-03-15 00:00:00,37.0,313.0,,,,,,,,,,2020-03-14 15:00:00,2020-03-14T15:00:00Z,,,,,,33.0,,,14,144,350,158,350,0,0,,33.0,0.0
WI,Wisconsin,2020-03-16 00:00:00,56.0,504.0,,,,,,,,,,2020-03-16 15:06:00,2020-03-16T15:06:00Z,,,,,,47.0,,,19,191,560,210,560,0,0,,47.0,0.0
WI,Wisconsin,2020-03-17 00:00:00,83.0,1038.0,,,,,,,,,,2020-03-17 15:00:00,2020-03-17T15:00:00Z,,,,,,72.0,,,27,534,1121,561,1121,0,0,,72.0,0.0
WI,Wisconsin,2020-03-18 00:00:00,121.0,1577.0,,,,,,,,,,2020-03-17 15:00:00,2020-03-17T15:00:00Z,,,,,,106.0,,,38,539,1698,577,1698,0,0,,106.0,0.0
WI,Wisconsin,2020-03-19 00:00:00,174.0,2192.0,,,,,,,,,,2020-03-19 16:00:00,2020-03-19T16:00:00Z,,,,,,155.0,,,53,615,2366,668,2366,0,0,,155.0,2.0
WI,Wisconsin,2020-03-20 00:00:00,235.0,3455.0,,,,,,,,,,2020-03-20 16:00:00,2020-03-20T16:00:00Z,3.0,,,,,206.0,,,61,1263,3690,1324,3690,3,0,,216.0,3.0
WI,Wisconsin,2020-03-21 00:00:00,315.0,4628.0,,,,,,,,,,2020-03-21 16:00:00,2020-03-21T16:00:00Z,4.0,,,,,281.0,,,80,1173,4943,1253,4943,1,0,,281.0,4.0
WI,Wisconsin,2020-03-22 00:00:00,425.0,6230.0,,,,,,,,,,2020-03-22 04:00:00,2020-03-22T04:00:00Z,4.0,,,,,385.0,,,110,1602,6655,1712,6655,0,0,,382.0,4.0
WI,Wisconsin,2020-03-23 00:00:00,466.0,7050.0,,,,,,,,,A,2020-03-23 16:00:00,2020-03-23T16:00:00Z,5.0,,,,,416.0,,,41,820,7516,861,7516,1,0,,418.0,5.0
WI,Wisconsin,2020-03-24 00:00:00,525.0,8237.0,,,,,,,,,A,2020-03-24 16:00:00,2020-03-24T16:00:00Z,5.0,,,,,457.0,,,59,1187,8762,1246,8762,0,0,,481.0,5.0
WI,Wisconsin,2020-03-25 00:00:00,667.0,10089.0,,,,,,,,,A,2020-03-25 16:00:00,2020-03-25T16:00:00Z,7.0,,,,,585.0,,,142,1852,10756,1994,10756,2,0,,623.0,7.0
WI,Wisconsin,2020-03-26 00:00:00,806.0,11583.0,,,,,,,,,A,2020-03-26 16:00:00,2020-03-26T16:00:00Z,8.0,,,,,707.0,,,139,1494,12389,1633,12389,1,0,,754.0,10.0
