state_initial,state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,grade,nyt_cases,nyt_deaths
AL,Alabama,2020-03-07 00:00:00,0.0,,,,,,,,,,,,,,,,,,0.0,,,0,0,0,0,0,0,0,,,
AL,Alabama,2020-03-08 00:00:00,0.0,,,,,,,,,,,,,,,,,,0.0,,,0,0,0,0,0,0,0,,,
AL,Alabama,2020-03-09 00:00:00,0.0,,,,,,,,,,,,,,,,,,0.0,,,0,0,0,0,0,0,0,,,
AL,Alabama,2020-03-10 00:00:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0,0,0,0,0,0,0,,,
AL,Alabama,2020-03-11 00:00:00,0.0,10.0,,,,,,,,,,,,,,,,,0.0,,,0,10,10,10,10,0,0,,,
AL,Alabama,2020-03-12 00:00:00,0.0,10.0,,,,,,,,,,2020-03-09 00:00:00,2020-03-09T00:00:00Z,,,,,,0.0,,,0,0,10,0,10,0,0,,,
AL,Alabama,2020-03-13 00:00:00,1.0,11.0,,,,,,,,,,2020-03-13 00:00:00,2020-03-13T00:00:00Z,,,,,,1.0,,,1,1,12,2,12,0,0,,6.0,0.0
AL,Alabama,2020-03-14 00:00:00,6.0,22.0,46.0,,,,,,,,,2020-03-13 00:00:00,2020-03-13T00:00:00Z,,,,,,6.0,,,5,11,28,16,28,0,0,,12.0,0.0
AL,Alabama,2020-03-15 00:00:00,12.0,28.0,46.0,,,,,,,,,2020-03-15 14:12:00,2020-03-15T14:12:00Z,0.0,,,,,12.0,,,6,6,40,12,40,0,0,,23.0,0.0
AL,Alabama,2020-03-16 00:00:00,28.0,28.0,40.0,,,,,,,,,2020-03-16 15:08:00,2020-03-16T15:08:00Z,0.0,,,,,28.0,,,16,0,56,16,56,0,0,,29.0,0.0
AL,Alabama,2020-03-17 00:00:00,36.0,28.0,,,,,,,,,,2020-03-17 11:15:00,2020-03-17T11:15:00Z,0.0,,,,,36.0,,,8,0,64,8,64,0,0,,39.0,0.0
AL,Alabama,2020-03-18 00:00:00,46.0,28.0,,,,,,,,,,2020-03-18 11:05:00,2020-03-18T11:05:00Z,0.0,,,,,46.0,,,10,0,74,10,74,0,0,,51.0,0.0
AL,Alabama,2020-03-19 00:00:00,68.0,28.0,,,,,,,,,,2020-03-19 10:45:00,2020-03-19T10:45:00Z,0.0,,,,,68.0,,,22,0,96,22,96,0,0,,78.0,0.0
AL,Alabama,2020-03-20 00:00:00,81.0,28.0,,,,,,,,,,2020-03-20 11:00:00,2020-03-20T11:00:00Z,0.0,,,,,81.0,,,13,0,109,13,109,0,0,,106.0,0.0
AL,Alabama,2020-03-21 00:00:00,124.0,28.0,,,,,,,,,,2020-03-21 11:20:00,2020-03-21T11:20:00Z,0.0,,,,,124.0,,,43,0,152,43,152,0,0,,131.0,0.0
AL,Alabama,2020-03-22 00:00:00,138.0,1464.0,,,,,,,,,,2020-03-22 10:37:00,2020-03-22T10:37:00Z,0.0,,,,,138.0,,,14,1436,1602,1450,1602,0,0,,157.0,0.0
AL,Alabama,2020-03-23 00:00:00,167.0,1665.0,,,,,,,,,C,2020-03-23 12:00:00,2020-03-23T12:00:00Z,0.0,,,,,167.0,,,29,201,1832,230,1832,0,0,,196.0,0.0
AL,Alabama,2020-03-24 00:00:00,215.0,2106.0,,74.0,,,,,,,C,2020-03-24 12:00:00,2020-03-24T12:00:00Z,0.0,,,,,215.0,,,48,441,2321,489,2321,0,0,,242.0,0.0
AL,Alabama,2020-03-25 00:00:00,283.0,2529.0,,91.0,,,,,,,C,2020-03-25 11:30:00,2020-03-25T11:30:00Z,0.0,,,,,283.0,,,68,423,2812,491,2812,0,0,,386.0,1.0
AL,Alabama,2020-03-26 00:00:00,506.0,3593.0,,106.0,,,,,,,C,2020-03-26 00:00:00,2020-03-26T00:00:00Z,1.0,,,,,506.0,,,223,1064,4099,1287,4099,1,0,,538.0,3.0
AL,Alabama,2020-03-27 00:00:00,587.0,4184.0,,112.0,,,,,,,B,2020-03-27 00:00:00,2020-03-27T00:00:00Z,3.0,,,,,587.0,,,81,591,4771,672,4771,2,0,,639.0,4.0
AL,Alabama,2020-03-28 00:00:00,696.0,4184.0,,134.0,,,,,,,B,2020-03-28 00:00:00,2020-03-28T00:00:00Z,3.0,,,,,696.0,,,109,0,4880,109,4880,0,0,,720.0,4.0
AL,Alabama,2020-03-29 00:00:00,806.0,4184.0,,158.0,,,,,,,B,2020-03-29 00:00:00,2020-03-29T00:00:00Z,4.0,,,,,806.0,,,110,0,4990,110,4990,1,0,,830.0,5.0
AL,Alabama,2020-03-30 00:00:00,859.0,5694.0,,156.0,,,,,,,B,2020-03-29 00:00:00,2020-03-29T00:00:00Z,6.0,,,,,859.0,,,53,1510,6553,1563,6553,2,0,,947.0,11.0
AL,Alabama,2020-03-31 00:00:00,981.0,6298.0,,172.0,,,,,,,B,2020-03-31 00:00:00,2020-03-31T00:00:00Z,13.0,,,,,981.0,,,122,604,7279,726,7279,7,0,,999.0,14.0
AL,Alabama,2020-04-01 00:00:00,1077.0,6697.0,,258.0,,,,,,,B,2020-04-01 00:00:00,2020-04-01T00:00:00Z,26.0,,,,,1077.0,,,96,399,7774,495,7774,13,0,,1108.0,28.0
AL,Alabama,2020-04-02 00:00:00,1233.0,7503.0,,226.0,,,,,,,B,2020-04-02 00:00:00,2020-04-02T00:00:00Z,32.0,,,,,1233.0,,,156,806,8736,962,8736,6,0,,1270.0,32.0
AL,Alabama,2020-04-03 00:00:00,1432.0,8187.0,,238.0,,,,,,,B,2020-04-03 00:00:00,2020-04-03T00:00:00Z,35.0,,,,,1432.0,,,199,684,9619,883,9619,3,0,,1535.0,38.0
AL,Alabama,2020-04-04 00:00:00,1580.0,9273.0,,238.0,212.0,,,,,,B,2020-04-04 00:00:00,2020-04-04T00:00:00Z,43.0,212.0,,,,1580.0,,,148,1086,10853,1234,10853,8,212,,1632.0,44.0
AL,Alabama,2020-04-05 00:00:00,1796.0,11282.0,,282.0,231.0,,,,,,B,2020-04-05 00:00:00,2020-04-05T00:00:00Z,45.0,231.0,,,,1796.0,,,216,2009,13078,2225,13078,2,19,,1840.0,45.0
AL,Alabama,2020-04-06 00:00:00,1968.0,12797.0,,297.0,240.0,,,,,,B,2020-04-06 00:00:00,2020-04-06T00:00:00Z,50.0,240.0,,,,1968.0,,,172,1515,14765,1687,14765,5,9,,2005.0,53.0
AL,Alabama,2020-04-07 00:00:00,2119.0,12797.0,,302.0,271.0,,,,,,B,2020-04-07 00:00:00,2020-04-07T00:00:00Z,56.0,271.0,,,,2119.0,,,151,0,14916,151,14916,6,31,,2197.0,64.0
AL,Alabama,2020-04-08 00:00:00,2369.0,16753.0,,308.0,314.0,,,,,,B,2020-04-08 00:00:00,2020-04-08T00:00:00Z,66.0,314.0,,,,2369.0,,,250,3956,19122,4206,19122,10,43,,2498.0,67.0
AL,Alabama,2020-04-09 00:00:00,2769.0,18058.0,,324.0,333.0,,,,,,B,2020-04-09 00:00:00,2020-04-09T00:00:00Z,74.0,333.0,,,,2769.0,,,400,1305,20827,1705,20827,8,19,,2838.0,78.0
AL,Alabama,2020-04-10 00:00:00,2968.0,18058.0,,350.0,368.0,,,,,,B,2020-04-10 00:00:00,2020-04-10T00:00:00Z,80.0,368.0,,,,2968.0,,,199,0,21026,199,21026,6,35,,3008.0,80.0
AL,Alabama,2020-04-11 00:00:00,3191.0,18058.0,,343.0,402.0,,177.0,,113.0,,B,2020-04-11 00:00:00,2020-04-11T00:00:00Z,91.0,402.0,,,,3191.0,,,223,0,21249,223,21249,11,34,,3262.0,93.0
AL,Alabama,2020-04-12 00:00:00,3525.0,18058.0,,290.0,437.0,,189.0,,119.0,,B,2020-04-12 00:00:00,2020-04-12T00:00:00Z,93.0,437.0,,,,3525.0,,,334,0,21583,334,21583,2,35,,3583.0,93.0
AL,Alabama,2020-04-13 00:00:00,3734.0,25448.0,,380.0,457.0,,189.0,,119.0,,B,2020-04-13 00:00:00,2020-04-13T00:00:00Z,99.0,457.0,,,,3734.0,,,209,7390,29182,7599,29182,6,20,,3805.0,104.0
AL,Alabama,2020-04-14 00:00:00,3876.0,29241.0,,380.0,493.0,,210.0,,132.0,,B,2020-04-14 00:00:00,2020-04-14T00:00:00Z,110.0,493.0,,,,3876.0,,,142,3793,33117,3935,33117,11,36,,3953.0,114.0
AL,Alabama,2020-04-15 00:00:00,4113.0,29964.0,,402.0,525.0,,219.0,,134.0,,B,2020-04-15 00:00:00,2020-04-15T00:00:00Z,121.0,525.0,,,,4113.0,,,237,723,34077,960,34077,11,32,,4241.0,123.0
AL,Alabama,2020-04-16 00:00:00,4345.0,32046.0,,360.0,553.0,,227.0,,137.0,,B,2020-04-16 00:00:00,2020-04-16T00:00:00Z,133.0,553.0,,,,4345.0,,,232,2082,36391,2314,36391,12,28,,4404.0,137.0
AL,Alabama,2020-04-17 00:00:00,4530.0,33318.0,,364.0,594.0,,247.0,,148.0,,B,2020-04-17 00:00:00,2020-04-17T00:00:00Z,144.0,594.0,,,,4530.0,,,185,1272,37848,1457,37848,11,41,,4572.0,151.0
AL,Alabama,2020-04-18 00:00:00,4655.0,37883.0,,359.0,620.0,,247.0,,148.0,,B,2020-04-18 00:00:00,2020-04-18T00:00:00Z,146.0,620.0,,,,4655.0,,,125,4565,42538,4690,42538,2,26,,4723.0,147.0
AL,Alabama,2020-04-19 00:00:00,4837.0,40875.0,,360.0,641.0,,260.0,,157.0,,B,2020-04-19 00:00:00,2020-04-19T00:00:00Z,154.0,641.0,,,,4837.0,,,182,2992,45712,3174,45712,8,21,,4903.0,160.0
AL,Alabama,2020-04-20 00:00:00,5025.0,40875.0,,397.0,641.0,,260.0,,157.0,,B,2020-04-20 00:00:00,2020-04-20T00:00:00Z,167.0,641.0,,,,5025.0,,,188,0,45900,188,45900,13,0,,5078.0,164.0
AL,Alabama,2020-04-21 00:00:00,5231.0,43295.0,,401.0,699.0,,260.0,,157.0,,B,2020-04-21 00:00:00,2020-04-21T00:00:00Z,177.0,699.0,,,,5231.0,,,206,2420,48526,2626,48526,10,58,,5327.0,186.0
AL,Alabama,2020-04-22 00:00:00,5465.0,43295.0,,440.0,730.0,,288.0,,170.0,,B,2020-04-22 00:00:00,2020-04-22T00:00:00Z,194.0,730.0,,,,5465.0,,,234,0,48760,234,48760,17,31,,5610.0,201.0
AL,Alabama,2020-04-23 00:00:00,5778.0,46863.0,,406.0,768.0,,288.0,,170.0,,B,2020-04-23 00:00:00,2020-04-23T00:00:00Z,197.0,768.0,,,,5778.0,,,313,3568,52641,3881,52641,3,38,,5832.0,197.0
AL,Alabama,2020-04-24 00:00:00,5832.0,46863.0,,429.0,768.0,,288.0,,170.0,,B,2020-04-24 00:00:00,2020-04-24T00:00:00Z,197.0,768.0,,,,5832.0,,,54,0,52695,54,52695,0,0,,6026.0,209.0
AL,Alabama,2020-04-25 00:00:00,6137.0,65207.0,,351.0,839.0,,288.0,,170.0,,B,2020-04-25 00:00:00,2020-04-25T00:00:00Z,212.0,839.0,,,,6137.0,,,305,18344,71344,18649,71344,15,71,,6213.0,213.0
AL,Alabama,2020-04-26 00:00:00,6270.0,67281.0,,384.0,845.0,,288.0,,170.0,,B,2020-04-26 00:00:00,2020-04-26T00:00:00Z,216.0,845.0,,,,6270.0,,,133,2074,73551,2207,73551,4,6,,6421.0,219.0
AL,Alabama,2020-04-27 00:00:00,6499.0,67498.0,,426.0,872.0,,335.0,,195.0,,B,2020-04-27 00:00:00,2020-04-27T00:00:00Z,222.0,872.0,,,,6499.0,,,229,217,73997,446,73997,6,27,,6539.0,228.0
AL,Alabama,2020-04-28 00:00:00,6687.0,69140.0,,530.0,911.0,,335.0,,195.0,,B,2020-04-28 00:00:00,2020-04-28T00:00:00Z,242.0,911.0,,,,6687.0,,,188,1642,75827,1830,75827,20,39,,6750.0,242.0
AL,Alabama,2020-04-29 00:00:00,6842.0,73607.0,,498.0,945.0,,335.0,,195.0,,B,2020-04-29 00:00:00,2020-04-29T00:00:00Z,245.0,945.0,,,,6842.0,,,155,4467,80449,4622,80449,3,34,,6925.0,262.0
AL,Alabama,2020-04-30 00:00:00,7019.0,80177.0,,479.0,978.0,,335.0,,195.0,,B,2020-04-30 00:00:00,2020-04-30T00:00:00Z,269.0,978.0,,,,7019.0,,,177,6570,87196,6747,87196,24,33,,7068.0,272.0
AL,Alabama,2020-05-01 00:00:00,7158.0,84775.0,,495.0,1008.0,,335.0,,195.0,,B,2020-05-01 00:00:00,2020-05-01T00:00:00Z,279.0,1008.0,,,,7158.0,,,139,4598,91933,4737,91933,10,30,,7294.0,289.0
AL,Alabama,2020-05-02 00:00:00,7434.0,84775.0,,420.0,1023.0,,335.0,,195.0,,B,2020-05-02 00:00:00,2020-05-02T00:00:00Z,288.0,1023.0,,,,7434.0,,,276,0,92209,276,92209,9,15,,7611.0,288.0
AL,Alabama,2020-05-03 00:00:00,7725.0,84775.0,,427.0,1035.0,,403.0,,242.0,,B,2020-05-03 00:00:00,2020-05-03T00:00:00Z,290.0,1035.0,,,,7725.0,,,291,0,92500,291,92500,2,12,,7888.0,290.0
AL,Alabama,2020-05-04 00:00:00,8025.0,95092.0,,517.0,1064.0,,411.0,,247.0,,B,2020-05-04 00:00:00,2020-05-04T00:00:00Z,296.0,1064.0,,,,8025.0,,,300,10317,103117,10617,103117,6,29,,8112.0,298.0
AL,Alabama,2020-05-05 00:00:00,8285.0,98481.0,,522.0,1107.0,,428.0,,255.0,,B,2020-05-05 00:00:00,2020-05-05T00:00:00Z,313.0,1107.0,,,,8285.0,,,260,3389,106766,3649,106766,17,43,,8437.0,315.0
AL,Alabama,2020-05-06 00:00:00,8581.0,100935.0,,485.0,1158.0,,442.0,,264.0,,B,2020-05-06 00:00:00,2020-05-06T00:00:00Z,340.0,1158.0,,,,8581.0,,,296,2454,109516,2750,109516,27,51,,8691.0,343.0
AL,Alabama,2020-05-07 00:00:00,8898.0,106275.0,,502.0,1178.0,,448.0,,266.0,,B,2020-05-07 00:00:00,2020-05-07T00:00:00Z,349.0,1178.0,,,,8898.0,,,317,5340,115173,5657,115173,9,20,,9046.0,369.0
AL,Alabama,2020-05-08 00:00:00,9221.0,110893.0,,481.0,1207.0,,454.0,,266.0,,B,2020-05-08 00:00:00,2020-05-08T00:00:00Z,375.0,1207.0,,,,9221.0,,,323,4618,120114,4941,120114,26,29,,9385.0,383.0
AL,Alabama,2020-05-09 00:00:00,9567.0,115927.0,,437.0,1228.0,,459.0,,272.0,,B,2020-05-09 00:00:00,2020-05-09T00:00:00Z,388.0,1228.0,,,,9567.0,,,346,5034,125494,5380,125494,13,21,,9668.0,390.0
AL,Alabama,2020-05-10 00:00:00,9777.0,117644.0,,424.0,1240.0,,460.0,,274.0,,B,2020-05-10 00:00:00,2020-05-10T00:00:00Z,393.0,1240.0,,,,9777.0,,,210,1717,127421,1927,127421,5,12,,9889.0,393.0
AL,Alabama,2020-05-11 00:00:00,10009.0,119435.0,,458.0,1256.0,,463.0,,276.0,,B,2020-05-11 00:00:00,2020-05-11T00:00:00Z,401.0,1256.0,,,,10009.0,,,232,1791,129444,2023,129444,8,16,,10164.0,403.0
AL,Alabama,2020-05-12 00:00:00,10310.0,122908.0,,529.0,1287.0,,468.0,,280.0,,B,2020-05-12 00:00:00,2020-05-12T00:00:00Z,429.0,1287.0,,,,10310.0,429.0,,301,3473,133218,3774,133218,28,31,,10464.0,435.0
AL,Alabama,2020-05-13 00:00:00,10617.0,125755.0,,524.0,1317.0,,477.0,,284.0,,B,2020-05-13 00:00:00,2020-05-13T00:00:00Z,449.0,1317.0,,,,10617.0,449.0,,307,2847,136372,3154,136372,20,30,,10700.0,450.0
AL,Alabama,2020-05-14 00:00:00,10968.0,131017.0,,509.0,1350.0,,489.0,,291.0,,B,2020-05-14 00:00:00,2020-05-14T00:00:00Z,467.0,1350.0,,,,10968.0,467.0,,351,5262,141985,5613,141985,18,33,,11101.0,473.0
AL,Alabama,2020-05-15 00:00:00,11216.0,134847.0,,519.0,1377.0,,497.0,,293.0,,B,2020-05-15 00:00:00,2020-05-15T00:00:00Z,476.0,1377.0,,,,11216.0,476.0,,248,3830,146063,4078,146063,9,27,,11373.0,483.0
AL,Alabama,2020-05-16 00:00:00,11523.0,141971.0,,455.0,1387.0,,501.0,,295.0,,B,2020-05-16 00:00:00,2020-05-16T00:00:00Z,485.0,1387.0,,,,11523.0,485.0,,307,7124,153494,7431,153494,9,10,,11674.0,485.0
AL,Alabama,2020-05-17 00:00:00,11771.0,144579.0,,460.0,1392.0,,504.0,,296.0,,B,2020-05-16 00:00:00,2020-05-16T00:00:00Z,488.0,1392.0,,,,11771.0,488.0,,248,2608,156350,2856,156350,3,5,,11771.0,488.0
AL,Alabama,2020-05-18 00:00:00,12086.0,145037.0,,536.0,1416.0,,512.0,,302.0,,B,2020-05-18 00:00:00,2020-05-18T00:00:00Z,489.0,1416.0,,,,12086.0,489.0,,315,458,157123,773,157123,1,24,,12086.0,489.0
AL,Alabama,2020-05-19 00:00:00,12376.0,145190.0,,489.0,1453.0,,517.0,,306.0,,B,2020-05-18 00:00:00,2020-05-18T00:00:00Z,504.0,1453.0,,,,12376.0,504.0,,290,153,157566,443,157566,15,37,,12376.0,504.0
AL,Alabama,2020-05-20 00:00:00,12744.0,151706.0,,560.0,1493.0,,524.0,,309.0,,B,2020-05-19 00:00:00,2020-05-19T00:00:00Z,517.0,1493.0,,,,12744.0,517.0,,368,6516,164450,6884,164450,13,40,,13052.0,522.0
AL,Alabama,2020-05-21 00:00:00,13119.0,157620.0,,574.0,1528.0,,526.0,,311.0,,B,2020-05-21 00:00:00,2020-05-21T00:00:00Z,529.0,1528.0,,,,13119.0,529.0,,375,5914,170739,6289,170739,12,35,,13414.0,529.0
AL,Alabama,2020-05-22 00:00:00,13563.0,164205.0,,598.0,1561.0,,531.0,,315.0,7951.0,B,2020-05-22 00:00:00,2020-05-22T00:00:00Z,537.0,1561.0,,,,13563.0,537.0,,444,6585,177768,7029,177768,8,33,,13670.0,541.0
AL,Alabama,2020-05-23 00:00:00,13938.0,168738.0,,446.0,1589.0,,538.0,,319.0,7951.0,B,2020-05-23 00:00:00,2020-05-23T00:00:00Z,546.0,1589.0,,,,13938.0,546.0,,375,4533,182676,4908,182676,9,28,,14149.0,549.0
AL,Alabama,2020-05-24 00:00:00,14327.0,171472.0,,440.0,1612.0,,537.0,,320.0,7951.0,B,2020-05-24 00:00:00,2020-05-24T00:00:00Z,551.0,1612.0,,,,14327.0,551.0,,389,2734,185799,3123,185799,5,23,,14478.0,551.0
AL,Alabama,2020-05-25 00:00:00,14730.0,175585.0,,450.0,1629.0,,543.0,,323.0,7951.0,B,2020-05-25 00:00:00,2020-05-25T00:00:00Z,562.0,1629.0,,,,14730.0,562.0,,403,4113,190315,4516,190315,11,17,,14986.0,566.0
AL,Alabama,2020-05-26 00:00:00,15396.0,178363.0,,569.0,1671.0,,551.0,,327.0,7951.0,B,2020-05-26 00:00:00,2020-05-26T00:00:00Z,575.0,1671.0,,,,15396.0,575.0,,666,2778,193759,3444,193759,13,42,,15650.0,580.0
AL,Alabama,2020-05-27 00:00:00,15843.0,179951.0,,607.0,1719.0,,560.0,,334.0,7951.0,B,2020-05-27 00:00:00,2020-05-27T00:00:00Z,581.0,1719.0,,,,15843.0,581.0,,447,1588,195794,2035,195794,6,48,,16032.0,583.0
AL,Alabama,2020-05-28 00:00:00,16310.0,184171.0,,527.0,1765.0,,566.0,,338.0,9355.0,B,2020-05-28 00:00:00,2020-05-28T00:00:00Z,590.0,1765.0,,,,16310.0,590.0,,467,4220,200481,4687,200481,9,46,,16530.0,591.0
AL,Alabama,2020-05-29 00:00:00,16823.0,192060.0,,590.0,1800.0,,577.0,,344.0,9355.0,B,2020-05-29 00:00:00,2020-05-29T00:00:00Z,605.0,1800.0,,,,16823.0,605.0,,513,7889,208883,8402,208883,15,35,,17031.0,610.0
AL,Alabama,2020-05-30 00:00:00,17359.0,194842.0,,536.0,1826.0,,583.0,,349.0,9355.0,B,2020-05-30 00:00:00,2020-05-30T00:00:00Z,618.0,1826.0,,,,17359.0,618.0,,536,2782,212201,3318,212201,13,26,,17359.0,618.0
AL,Alabama,2020-05-31 00:00:00,17903.0,199650.0,,527.0,1844.0,,589.0,,355.0,9355.0,B,2020-05-31 00:00:00,2020-05-31T00:00:00Z,631.0,1844.0,,,,17614.0,629.0,2.0,544,4808,217553,5352,217553,13,18,,17952.0,630.0
AL,Alabama,2020-06-01 00:00:00,18363.0,205160.0,,596.0,1856.0,,591.0,,355.0,9355.0,B,2020-06-01 00:00:00,2020-06-01T00:00:00Z,646.0,1856.0,,,,18075.0,644.0,2.0,460,5510,223523,5970,223523,15,12,,18534.0,646.0
AL,Alabama,2020-06-02 00:00:00,18642.0,205160.0,,606.0,1879.0,,591.0,,355.0,9355.0,B,2020-06-01 00:00:00,2020-06-01T00:00:00Z,651.0,1879.0,,,,18354.0,649.0,2.0,279,0,223802,279,223802,5,23,,18771.0,653.0
AL,Alabama,2020-06-03 00:00:00,18851.0,212743.0,,610.0,1900.0,,591.0,,355.0,11395.0,B,2020-06-03 00:00:00,2020-06-03T00:00:00Z,653.0,1900.0,,,,18554.0,651.0,2.0,209,7583,231594,7792,231594,2,21,,18851.0,653.0
AL,Alabama,2020-06-04 00:00:00,19072.0,216227.0,,601.0,1929.0,,601.0,,357.0,11395.0,B,2020-06-04 00:00:00,2020-06-04T00:00:00Z,653.0,1929.0,,,,18766.0,651.0,2.0,221,3484,235299,3705,235299,0,29,,19072.0,653.0
AL,Alabama,2020-06-05 00:00:00,19387.0,220086.0,,582.0,1949.0,,603.0,,358.0,11395.0,B,2020-06-05 11:00:00,2020-06-05T11:00:00Z,676.0,1949.0,,,,19073.0,672.0,4.0,315,3859,239473,4174,239473,23,20,,19387.0,676.0
AL,Alabama,2020-06-06 00:00:00,20043.0,225601.0,,473.0,1993.0,,612.0,,363.0,11395.0,B,2020-06-06 11:00:00,2020-06-06T11:00:00Z,689.0,1993.0,,,,19709.0,685.0,4.0,656,5515,245644,6171,245644,13,44,,20043.0,689.0
AL,Alabama,2020-06-07 00:00:00,20500.0,239066.0,,518.0,2022.0,,615.0,,364.0,11395.0,B,2020-06-07 11:00:00,2020-06-07T11:00:00Z,692.0,2022.0,,,,20166.0,688.0,4.0,457,13465,259566,13922,259566,3,29,,20500.0,692.0
AL,Alabama,2020-06-08 00:00:00,20925.0,239066.0,,593.0,2054.0,,623.0,,371.0,11395.0,B,2020-06-08 11:00:00,2020-06-08T11:00:00Z,718.0,2054.0,,,,20590.0,714.0,4.0,425,0,259991,425,259991,26,32,,20925.0,718.0
AL,Alabama,2020-06-09 00:00:00,21422.0,246317.0,,628.0,2087.0,,631.0,,375.0,11395.0,B,2020-06-09 11:00:00,2020-06-09T11:00:00Z,729.0,2087.0,,,,21071.0,725.0,4.0,497,7251,267739,7748,267739,11,33,,21422.0,729.0
AL,Alabama,2020-06-10 00:00:00,21989.0,251068.0,,646.0,2129.0,,646.0,,378.0,13508.0,B,2020-06-10 11:00:00,2020-06-10T11:00:00Z,744.0,2129.0,,,,21626.0,739.0,5.0,567,4751,273057,5318,273057,15,42,,21989.0,744.0
AL,Alabama,2020-06-11 00:00:00,22845.0,255981.0,,647.0,2165.0,,650.0,,380.0,13508.0,B,2020-06-11 11:00:00,2020-06-11T11:00:00Z,755.0,2165.0,,,,22474.0,750.0,5.0,856,4913,278826,5769,278826,11,36,,22845.0,755.0
AL,Alabama,2020-06-12 00:00:00,23710.0,262675.0,,624.0,2202.0,,658.0,,384.0,13508.0,B,2020-06-12 11:00:00,2020-06-12T11:00:00Z,769.0,2202.0,,,,23333.0,764.0,5.0,865,6694,286385,7559,286385,14,37,,23710.0,769.0
AL,Alabama,2020-06-13 00:00:00,24601.0,268651.0,,563.0,2241.0,,672.0,,395.0,13508.0,B,2020-06-13 11:00:00,2020-06-13T11:00:00Z,773.0,2241.0,,,,24221.0,768.0,5.0,891,5976,293252,6867,293252,4,39,,24601.0,773.0
AL,Alabama,2020-06-14 00:00:00,25615.0,271840.0,,576.0,2255.0,,675.0,,395.0,13508.0,B,2020-06-14 11:00:00,2020-06-14T11:00:00Z,773.0,2255.0,,,,25235.0,768.0,5.0,1014,3189,297455,4203,297455,0,14,,25615.0,773.0
AL,Alabama,2020-06-15 00:00:00,26272.0,276402.0,,641.0,2259.0,,676.0,,395.0,13508.0,B,2020-06-15 11:00:00,2020-06-15T11:00:00Z,774.0,2259.0,,,,25892.0,769.0,5.0,657,4562,302674,5219,302674,1,4,,26272.0,774.0
AL,Alabama,2020-06-16 00:00:00,26912.0,278512.0,,683.0,2315.0,,682.0,,399.0,13508.0,B,2020-06-16 11:00:00,2020-06-16T11:00:00Z,785.0,2315.0,,,,26524.0,779.0,6.0,640,2110,305424,2750,305424,11,56,,26912.0,785.0
AL,Alabama,2020-06-17 00:00:00,27312.0,283411.0,,688.0,2352.0,,687.0,,401.0,15974.0,B,2020-06-17 11:00:00,2020-06-17T11:00:00Z,790.0,2352.0,,,,26914.0,784.0,6.0,400,4899,310723,5299,310723,5,37,,27312.0,790.0
AL,Alabama,2020-06-18 00:00:00,28206.0,294328.0,,668.0,2373.0,,695.0,,405.0,15974.0,B,2020-06-18 11:00:00,2020-06-18T11:00:00Z,810.0,2373.0,,,,27796.0,801.0,9.0,894,10917,322534,11811,322534,20,21,,28206.0,810.0
AL,Alabama,2020-06-19 00:00:00,29002.0,302323.0,,650.0,2416.0,,710.0,,415.0,15974.0,B,2020-06-19 11:00:00,2020-06-19T11:00:00Z,822.0,2416.0,,,,28583.0,812.0,10.0,796,7995,331325,8791,331325,12,43,,29002.0,822.0
AL,Alabama,2020-06-20 00:00:00,29549.0,309974.0,,638.0,2443.0,,717.0,,418.0,15974.0,B,2020-06-20 11:00:00,2020-06-20T11:00:00Z,838.0,2443.0,,,,29126.0,828.0,10.0,547,7651,339523,8198,339523,16,27,,29549.0,838.0
AL,Alabama,2020-06-21 00:00:00,30021.0,314657.0,,625.0,2460.0,,721.0,,424.0,15974.0,B,2020-06-21 11:00:00,2020-06-21T11:00:00Z,839.0,2460.0,,,,29598.0,829.0,10.0,472,4683,344678,5155,344678,1,17,,30021.0,839.0
AL,Alabama,2020-06-22 00:00:00,30454.0,318656.0,,663.0,2471.0,,725.0,,424.0,15974.0,B,2020-06-22 11:00:00,2020-06-22T11:00:00Z,841.0,2471.0,,,,30031.0,831.0,10.0,433,3999,349110,4432,349110,2,11,,30454.0,841.0
AL,Alabama,2020-06-23 00:00:00,31097.0,322941.0,,681.0,2521.0,,737.0,,430.0,15974.0,B,2020-06-23 11:00:00,2020-06-23T11:00:00Z,864.0,2521.0,,,,30670.0,854.0,10.0,643,4285,354038,4928,354038,23,50,,31097.0,864.0
AL,Alabama,2020-06-24 00:00:00,32064.0,326695.0,,683.0,2567.0,,749.0,,441.0,18866.0,B,2020-06-24 11:00:00,2020-06-24T11:00:00Z,891.0,2567.0,,,,31624.0,879.0,12.0,967,3754,358759,4721,358759,27,46,,32064.0,891.0
AL,Alabama,2020-06-25 00:00:00,33206.0,336252.0,,694.0,2612.0,,761.0,,447.0,18866.0,B,2020-06-25 11:00:00,2020-06-25T11:00:00Z,896.0,2612.0,,,,32753.0,880.0,16.0,1142,9557,369458,10699,369458,5,45,,33206.0,896.0
